date,hour,fuel type,percent marginal,co2 rate
2019-01-09,18,Pumped Storage,0.16666666666666666,0
2019-01-09,19,Gas,0.8333333333333334,865
2019-01-09,19,Pumped Storage,0.16666666666666669,0
2019-01-09,20,Gas,0.49999999999999994,869
2019-01-09,20,Other,0.08333333333333333,2048
2019-01-09,20,Pumped Storage,0.41666666666666663,0
2019-01-09,21,Gas,0.75,865
2019-01-09,21,Pumped Storage Demand,0.25,0
2019-01-09,22,Gas,0.5833333333333334,859
2019-01-09,22,Pumped Storage Demand,0.41666666666666663,0
2019-01-09,23,Gas,1.0,818
2019-01-10,0,Gas,0.8999999999999999,826
2019-01-10,0,Hydro,0.09999999999999999,0
2019-01-10,1,Gas,0.33333333333333337,818
2019-01-10,1,Pumped Storage Demand,0.6666666666666666,0
2019-01-10,2,Gas,0.75,832
2019-01-10,2,Hydro,0.25,0
2019-01-10,3,Gas,1.0,842
2019-01-10,4,Gas,0.75,837
2019-01-10,4,Hydro,0.16666666666666666,0
2019-01-10,4,Wind,0.08333333333333333,0
2019-01-10,5,Gas,0.5833333333333334,838
2019-01-10,5,Hydro,0.33333333333333337,0
2019-01-10,5,Wind,0.08333333333333334,0
2019-01-10,6,Gas,1.0,885
2019-01-10,7,Gas,0.75,884
2019-01-10,7,Pumped Storage,0.25,0
2019-01-10,8,Gas,0.25,920
2019-01-10,8,Pumped Storage,0.75,0
2019-01-10,9,Pumped Storage,1.0,0
2019-01-10,10,Gas,0.5827988998396485,924
2019-01-10,10,Hydro,0.0005344334936849178,0
2019-01-10,10,Pumped Storage,0.4166666666666667,0
2019-01-10,11,Gas,0.6666666666666667,835
2019-01-10,11,Other,0.25,2044
2019-01-10,11,Pumped Storage,0.08333333333333333,0
2019-01-10,12,Gas,1.0,824
2019-01-10,13,Gas,1.0,899
2019-01-10,14,Gas,1.0,831
2019-01-10,15,Gas,1.0,821
2019-01-10,16,Gas,0.6666666666666667,870
2019-01-10,16,Other,0.16666666666666669,2044
2019-01-10,16,Pumped Storage,0.16666666666666669,0
2019-01-10,17,Demand Response,0.16666666666666663,0
2019-01-10,17,Gas,0.5416666666666665,878
2019-01-10,17,Other,0.04166666666666666,2044
2019-01-10,17,Pumped Storage,0.24999999999999997,0
2019-01-10,18,Gas,0.41666666666666663,889
2019-01-10,18,Pumped Storage,0.5833333333333334,0
2019-01-10,19,Gas,0.5,877
2019-01-10,19,Pumped Storage,0.5,0
2019-01-10,20,Gas,1.0,928
2019-01-10,21,Gas,1.0,866
2019-01-10,22,Gas,0.9997430631749633,835
2019-01-10,22,Other,0.0002569368250366168,2362
2019-01-10,23,Gas,0.9968562586361683,900
2019-01-10,23,Hydro,0.0010479137879438468,0
2019-01-10,23,Other,0.002095827575887694,3029
2019-01-11,0,Gas,0.9989610488267798,851
2019-01-11,0,Hydro,0.0007792133799150329,0
2019-01-11,0,Other,0.00025973779330501094,4141
2019-01-11,1,Gas,1.0,841
2019-01-11,2,Gas,1.0,850
2019-01-11,3,Gas,1.0,857
2019-01-11,4,Demand Response,0.04166666666666667,0
2019-01-11,4,Gas,0.9583333333333335,844
2019-01-11,5,Gas,0.375,870
2019-01-11,5,Hydro,0.16666666666666669,0
2019-01-11,5,Pumped Storage,0.45833333333333337,0
2019-01-11,6,Gas,0.3333333333333333,891
