flex_h,n_jobs,mean_spread,mean_position,mean_ci_base,saving_pct,flat_windows
1,8363,14.059825244257166,0.5107248658809571,267.48065038292026,2.677668426513437,0
2,8363,25.940103206224723,0.5174758857215651,267.48065038292026,5.012519335839459,0
4,8363,45.189713065784616,0.5471174221908748,267.48065038292026,9.176666823344187,0
6,8363,58.89446773094855,0.5819777632922772,267.48065038292026,12.698599364163245,0
8,8363,69.40189251395398,0.6053830909730378,267.48065038292026,15.530143644366015,0
