label,k,M_kW,greedy_pct,optimal_pct,gap_pp,do_nothing,status,t_greedy_s,t_milp_s,degenerate
0.5x med,0.5,1.579339,0.0089351622977927,0.012353914588111964,0.003418752290319264,8266,0,1.0236029624938965,8.322454929351807,True
1x med,1.0,3.158678,0.16645895220039836,0.2674908443609952,0.10103189216059683,7503,0,0.9745888710021973,9.871310949325562,True
2x med,2.0,6.317355,0.5574580073643399,0.9218516755094139,0.364393668145074,6781,0,0.9654278755187988,13.88669204711914,False
3x med,3.0,9.476033,0.8120071591452089,1.2785914608442908,0.4665843016990818,6326,0,1.2589340209960938,93.10466194152832,False
4x med,4.0,12.634711,0.9959518619006703,1.4141972489149348,0.4182453870142645,6007,0,1.0483288764953613,1360.3979761600494,False
6x med,6.0,18.952066,1.1991152876769369,1.5841739567324904,0.3850586690555535,5559,0,1.0953342914581299,19.900875091552734,False
site 150kW,47.48822605965463,150.0,1.8541451114608627,1.8541451114611884,3.2573943542502093e-13,4476,0,1.1405260562896729,7.375776052474976,False
uncapped,,,1.8724743317353492,1.872474331735675,3.2573943542502093e-13,2102,0,1.029831886291504,4.47711706161499,False
