session_id,reason,hourly_adapter_kept,hourly_slack_h,real_slack_h,charge_h,dwell_h
2_39_78_364_2019-01-02 21:52:57.631245,valid,True,2.0,1.5116666666666667,3.8644444444444446,5.376111111111111
2_39_92_442_2019-01-02 21:53:56.467640,valid,True,2.0,2.2419444444444445,3.8452777777777776,6.0872222222222225
2_39_138_29_2019-01-03 00:22:30.703412,valid,False,,0.0038888888888888888,0.4088888888888889,0.4127777777777778
2_39_129_17_2019-01-03 00:23:47.453354,valid,True,0.0,0.0008333333333333334,1.6636111111111112,1.6644444444444444
2_39_130_31_2019-01-03 00:37:01.399881,valid,True,9.0,8.919444444444444,4.700277777777778,13.619722222222222
2_39_139_28_2019-01-03 01:48:11.787225,valid,False,,0.001388888888888889,1.0527777777777778,1.0541666666666667
2_39_131_30_2019-01-03 02:49:06.860687,valid,False,,0.0011111111111111111,2.0425,2.0436111111111113
2_39_79_379_2019-01-03 15:49:45.030170,valid,True,1.0,0.9088888888888889,9.351111111111111,10.26
2_39_79_382_2019-01-03 15:59:29.262880,valid,True,2.0,1.41,6.821666666666666,8.231666666666667
2_39_79_377_2019-01-03 16:03:16.450314,valid,True,3.0,4.725,8.106666666666667,12.831666666666667
2_39_123_23_2019-01-03 16:10:45.035789,valid,True,7.0,7.583333333333333,1.4058333333333333,8.989166666666666
2_39_79_380_2019-01-03 16:20:00.197405,valid,True,5.0,5.577222222222222,4.65,10.227222222222222
2_39_138_29_2019-01-03 16:20:04.905452,valid,True,0.0,0.0011111111111111111,8.6875,8.688611111111111
2_39_78_366_2019-01-03 16:26:30.246459,valid,True,5.0,5.853055555555556,2.403888888888889,8.256944444444445
2_39_131_30_2019-01-03 16:38:57.642255,valid,True,6.0,6.136388888888889,2.7575,8.893888888888888
2_39_95_27_2019-01-03 16:42:03.746450,valid,True,5.0,5.416388888888889,3.248611111111111,8.665
2_39_88_438_2019-01-03 16:42:27.147686,valid,True,2.0,1.6694444444444445,2.957777777777778,4.627222222222223
2_39_91_441_2019-01-03 16:46:35.434678,valid,True,1.0,1.4583333333333333,6.068333333333333,7.526666666666666
2_39_79_381_2019-01-03 16:48:35.529456,valid,True,9.0,8.953055555555556,1.4141666666666666,10.367222222222223
2_39_95_444_2019-01-03 16:56:35.653277,valid,True,3.0,3.18,3.7894444444444444,6.969444444444444
2_39_129_17_2019-01-03 17:08:08.638289,valid,True,3.0,3.432777777777778,0.9663888888888889,4.399166666666667
2_39_89_25_2019-01-03 17:09:40.548528,valid,False,,0.0033333333333333335,9.546111111111111,9.549444444444445
2_39_138_566_2019-01-03 17:18:36.077712,valid,True,3.0,2.7575,1.971111111111111,4.728611111111111
2_39_79_383_2019-01-03 18:02:52.880710,valid,True,3.0,4.293888888888889,2.432777777777778,6.726666666666667
